NMDEPT;NMLOKASI;NMGIAT;PAGU_DIPA;REALISASI;BLOKIR;TAHUN
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengelolaan Administrasi MPR dan Sekretariat Jenderal;17052241000;15307131473;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Penyelenggaraan Kehumasan;3105694000;3028533993;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengelolaan Administrasi Keuangan Sekretariat Jenderal;78899382000;64592430314;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Dukungan Teknis dan Administrasi Persidangan MPR dan Alat Kelengkapannya;825010000;774292715;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pelaksanaan Tugas Kesekretariatan Pimpinan;2031628000;1669139250;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Dukungan Pengkajian Kemajelisan;643910000;591719016;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pelaksanaan Tugas Pimpinan MPR;67475819000;52805347347;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengelolaan Barang Milik Negara dan Sarana Prasarana Kantor;80869367000;78652622877;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pelaksanaan Kegiatan Publikasi/Peliputan;33383782000;31604367824;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pelaksanaan Sosialisasi Empat Pilar MPR;3,50001E+11;3,01308E+11;2205000000;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengkajian Kemajelisan;83006433000;79496948137;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengelolaan Administrasi Keuangan MPR;60180551000;51011107556;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Penganggaran MPR;23037885000;21599062800;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengelolaan Administrasi MPR dan Sekretariat Jenderal;0;0;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengelolaan Administrasi Keuangan Sekretariat Jenderal;0;0;0;2020
MAJELIS PERMUSYAWARATAN RAKYAT (MPR);DKI JAKARTA;Pengelolaan Barang Milik Negara dan Sarana Prasarana Kantor;0;0;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Perencanaan dan Pengelolaan Keuangan DPD RI;0;0;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Persidangan Komisi dan Paripurna;7163788000;6957376248;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Persidangan Badan dan Mahkamah;1096678000;939235825;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Fasilitasi Kerja Sama Antar Parlemen;1614438000;1586961250;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Fasilitasi Kesekretariatan Pimpinan;3802659000;3620510490;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pemberitaan Parlemen;1,29285E+11;1,22475E+11;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Penyelenggaraan Keprotokolan;11204002000;10861913947;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Penyelenggaraan Penanganan Bidang Hukum dan Pengelolaan Pengaduan Masyarakat;1390517000;1354055000;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pengelolaan SDM dan Organisasi;32036161000;30904494032;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Perumusan Perencanaan dan Keuangan;2,49543E+11;2,33789E+11;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pengelolaan Barang Milik Negara;6,45708E+11;6,41648E+11;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pengelolaan Sarana Prasarana Kantor;1,33348E+11;1,31334E+11;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pengawasan dan Peningkatan Akuntabilitas Aparatur oleh Inspektorat I;1958109000;1873546800;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pengawasan dan Peningkatan Akuntabilitas Aparatur oleh Inspektorat II;1602532000;1589453000;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Penyelenggaraan Pendidikan dan Pelatihan;6716619000;6295342848;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pengelolaan Data dan Informasi;22259214000;20691755275;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Perancangan Peraturan Perundang-Undangan;11693385000;11204295075;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pemantauan Pelaksanaan Undang-Undang;3088283000;3038177218;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Penyusunan Kajian APBN;3875836000;3821426600;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Penyusunan Kajian Akuntabilitas Keuangan Negara;1831282000;1808325230;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Penelitian, Pengkajian, dan Pengembangan;10820521000;9881641489;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pelaksanaan Fungsi Legislasi DPR RI;82574663000;51766698118;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pelaksanaan Fungsi Anggaran DPR RI;13707535000;11759706500;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pelaksanaan Fungsi Pengawasan DPR RI;2,26504E+11;1,69036E+11;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pelaksanaan Penguatan Kelembagaan DPR RI;74494172000;60924682333;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pelaksanaan Tugas DPR RI Dalam Kerjasama Internasional;38069231000;16714455125;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pelaksanaan Representasi Rakyat dan Partisipasi Masyarakat;2,21397E+12;2,16729E+12;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;Pengelolaan Hak Keuangan dan Administrasi Dewan;1,19931E+12;1,09843E+12;0;2020
DEWAN PERWAKILAN RAKYAT;DKI JAKARTA;;0;0;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pelayanan Kehumasan dan Kerja Sama Internasional;33150540000;32693744324;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Manajemen SDM;3,21962E+11;2,95318E+11;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pengelolaan dan PertanggungJawaban Keuangan Negara;19350460000;19244312219;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;2,95991E+11;2,80151E+11;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pengelolaan Prasarana, Sarana serta Pelayanan Umum;1,89625E+11;1,89378E+11;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pengawasan oleh Inspektorat;9395758000;7256587899;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pelayanan Konsultasi Hukum dan Kepaniteraan Kerugian Negara/Daerah;4450436000;4384586667;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pelayanan Legislasi, Pengembangan dan Bantuan Hukum;4799097000;4756767370;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Perencanaan Strategis dan Manajemen Kinerja;11227278000;11146360844;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pengevaluasian dan Pelaporan Hasil Pemeriksaan;3758417000;3745500602;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Penelitian dan Pengembangan Pemeriksaan Keuangan Negara;4671365000;4644342193;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Manajemen SDM Pemeriksaan Keuangan Negara;1,57437E+12;1,53964E+12;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pendidikan dan Pelatihan Pemeriksaan Keuangan Negara;74713951000;60611847805;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Investigasi atas Pengelolaan Keuangan Negara;18051761000;15380122203;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pelayanan Kesekretariatan Badan;68412847000;67851928125;0;2020
BADAN PEMERIKSA KEUANGAN;DKI JAKARTA;Pengelolaan Sistem dan Teknologi Informasi;61701646000;58917510434;0;2020
BADAN PEMERIKSA KEUANGAN;JAWA BARAT;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;40771604000;38860055690;0;2020
BADAN PEMERIKSA KEUANGAN;JAWA TENGAH;Pelayanan Kehumasan dan Kerja Sama Internasional;4011332000;3999462108;0;2020
BADAN PEMERIKSA KEUANGAN;JAWA TENGAH;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;44448122000;42191683005;0;2020
BADAN PEMERIKSA KEUANGAN;DI YOGYAKARTA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;18517382000;17688262782;0;2020
BADAN PEMERIKSA KEUANGAN;DI YOGYAKARTA;Pendidikan dan Pelatihan Pemeriksaan Keuangan Negara;10346326000;9998969597;0;2020
BADAN PEMERIKSA KEUANGAN;JAWA TIMUR;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;51817131000;49846187874;0;2020
BADAN PEMERIKSA KEUANGAN;ACEH;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;34970578000;33669524464;0;2020
BADAN PEMERIKSA KEUANGAN;SUMATERA UTARA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;42125175000;37802773268;0;2020
BADAN PEMERIKSA KEUANGAN;SUMATERA UTARA;Pendidikan dan Pelatihan Pemeriksaan Keuangan Negara;8062992000;5757647016;0;2020
BADAN PEMERIKSA KEUANGAN;SUMATERA BARAT;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;26015813000;22076005659;0;2020
BADAN PEMERIKSA KEUANGAN;RIAU;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;22985059000;22401590878;0;2020
BADAN PEMERIKSA KEUANGAN;JAMBI;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;19448625000;18743505879;0;2020
BADAN PEMERIKSA KEUANGAN;SUMATERA SELATAN;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;28610382000;27302042921;0;2020
BADAN PEMERIKSA KEUANGAN;LAMPUNG;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;22892809000;21611302300;0;2020
BADAN PEMERIKSA KEUANGAN;KALIMANTAN BARAT;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;25904224000;23745296038;0;2020
BADAN PEMERIKSA KEUANGAN;KALIMANTAN TENGAH;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;20268525000;19523178175;0;2020
BADAN PEMERIKSA KEUANGAN;KALIMANTAN SELATAN;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;22233075000;21806852273;0;2020
BADAN PEMERIKSA KEUANGAN;KALIMANTAN TIMUR;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;24362508000;23835442142;0;2020
BADAN PEMERIKSA KEUANGAN;SULAWESI UTARA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;25846382000;25068392482;0;2020
BADAN PEMERIKSA KEUANGAN;SULAWESI TENGAH;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;19991945000;18047562877;0;2020
BADAN PEMERIKSA KEUANGAN;SULAWESI SELATAN;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;33212043000;30243696950;0;2020
BADAN PEMERIKSA KEUANGAN;SULAWESI SELATAN;Pendidikan dan Pelatihan Pemeriksaan Keuangan Negara;11170169000;10797942343;0;2020
BADAN PEMERIKSA KEUANGAN;SULAWESI TENGGARA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;27175689000;25899138711;0;2020
BADAN PEMERIKSA KEUANGAN;MALUKU;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;28398595000;17132809713;0;2020
BADAN PEMERIKSA KEUANGAN;BALI;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;22525243000;21229459148;0;2020
BADAN PEMERIKSA KEUANGAN;NUSA TENGGARA BARAT;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;20665082000;19639535568;0;2020
BADAN PEMERIKSA KEUANGAN;NUSA TENGGARA TIMUR;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;27651634000;26893971283;0;2020
BADAN PEMERIKSA KEUANGAN;PAPUA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;47319665000;44486396052;0;2020
BADAN PEMERIKSA KEUANGAN;BENGKULU;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;18645131000;18069070338;0;2020
BADAN PEMERIKSA KEUANGAN;MALUKU UTARA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;20223472000;19565515576;0;2020
BADAN PEMERIKSA KEUANGAN;BANTEN;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;20418056000;19384036965;0;2020
BADAN PEMERIKSA KEUANGAN;KEPULAUAN BANGKA BELITUNG;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;15087799000;14324038538;0;2020
BADAN PEMERIKSA KEUANGAN;GORONTALO;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;18305999000;17375277090;0;2020
BADAN PEMERIKSA KEUANGAN;KEPULAUAN RIAU;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;19085386000;17801296197;0;2020
BADAN PEMERIKSA KEUANGAN;PAPUA BARAT;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;23930274000;22484851937;0;2020
BADAN PEMERIKSA KEUANGAN;SULAWESI BARAT;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;16009337000;15081684046;0;2020
BADAN PEMERIKSA KEUANGAN;KALIMANTAN UTARA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;20362506000;19595031892;0;2020
BADAN PEMERIKSA KEUANGAN;KALIMANTAN UTARA;Pemeriksaan Keuangan Negara dan Pemantauan Penyelesaian Ganti Kerugian Negara;0;0;0;2020
BADAN PEMERIKSA KEUANGAN;KALIMANTAN UTARA;;0;0;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Penyelesaian Perkara;10026581000;9542586213;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Kepaniteraan;1,60736E+11;1,59494E+11;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pengembangan Tenaga Teknis Peradilan Umum;3722553000;3426086777;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Ketatalaksanaan Perkara Perdata Kasasi dan Peninjauan Kembali (PK);15600000;0;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Ketatalaksanaan Perkara Pidana Kasasi, Peninjauan Kembali dan Grasi;15600000;14850000;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Manajemen Peradilan Umum;7540348000;7224440882;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Ditjen Badan Peradilan Umum;49976021000;49635114805;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Manajemen Peradilan Agama;2705805000;2670883036;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pengembangan Tenaga Teknis Peradilan Agama;3093390000;3086810878;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Ketatalaksanaan Perkara Kasasi dan Peninjauan Kembali (PK) serta Kesyariahan;402340000;382870088;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Ditjen Badan Peradilan Agama (Badilag);46588019000;46064332043;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Manajemen Peradilan Militer;1756388000;1684898000;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Manajemen Peradilan Tata Usaha Negara;1946882000;1707119116;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Ketatalaksanaan Perkara Kasasi, Peninjauan Kembali (PK) dan Grasi Pidana Militer;2040000;2040000;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Ketatalaksanaan Perkara Kasasi, Peninjauan Kembali (PK), Hak Uji Materiil dan Sengketa Pajak Tata Usaha Negara (Tun);2040000;2038000;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Ditjen Badan Peradilan Militer dan Tata Usaha Negara (Badilmiltun);17929900000;16991478473;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Peningkatan Pelayanan Informasi pada Mahkamah Agung dan Pengadilan Semua Lingkungan Peradilan;17792552000;17219979303;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pembinaan Administrasi Pengelolaan Kepegawaian dan Pengembangan SDM;9838025000;9697668780;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;2,84935E+12;2,60722E+12;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pelaksanaan Penyusunan Perencanaan dan Anggaran serta Penataan Organisasi Mahkamah Agung;5540582000;5371876171;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pembinaan Administrasi Pengelolaan Perlengkapan Sarana dan Prasarana di Lingkungan Mahkamah Agung dan Badan Peradilan yang Berada di Bawahnya;3053440000;3001441150;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Dukungan Pelayanan Pimpinan Mahkamah Agung dan Tugas Teknis Lainnya;5271171000;4967989000;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pelaksanaan Pembinaan Keamanan, Urusan Tata Usaha, Rumah Tangga, Bina Sikap Mental di Lingkungan Mahkamah Agung;2,07171E+11;2,03593E+11;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;1,87582E+11;1,86319E+11;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pengawasan Pelaksanaan Teknis, Administrasi Peradilan, Administrasi Umum, Penanganan Pengaduan Inspektur Wilayah I;4471053000;4000549848;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pengawasan Pelaksanaan Teknis, Administrasi Peradilan, Administrasi Umum, Penanganan Pengaduan Inspektur Wilayah II;4961452000;4528898648;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Badan Pengawasan Mahkamah Agung;14486917000;13838962085;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pengawasan Pelaksanaan Teknis, Administrasi Peradilan, Administrasi Umum, Penanganan Pengaduan Inspektur Wilayah III;4453493000;4170311626;0;2020
MAHKAMAH AGUNG;DKI JAKARTA;Pengawasan Pelaksanaan Teknis, Administrasi Peradilan, Administrasi Umum, Penanganan Pengaduan Inspektur Wilayah IV;3599421000;2744724411;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Peningkatan Manajemen Peradilan Umum;6633971000;6338235514;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Peningkatan Manajemen Peradilan Agama;3298494000;3249556443;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Peningkatan Manajemen Peradilan Militer;100680000;87316000;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Peningkatan Manajemen Peradilan Tata Usaha Negara;57300000;55363500;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;4,73071E+11;4,5275E+11;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;33022714000;32121687812;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Peningkatan Profesionalitas Tenaga Teknis Peradilan dan Aparatur Peradilan;21269330000;19475086767;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Penelitian dan Pengembangan Hukum dan Peradilan;11331250000;10951691423;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Dukungan Manajemen dan Dukungan Teknis Lainnya Badan Penelitian dan Pengembangan Pendidikan dan Pelatihan Hukum dan Peradilan;69160286000;68954393475;0;2020
MAHKAMAH AGUNG;JAWA BARAT;Peningkatan Profesional Aparatur Peradilan di Bidang Manajemen dan Kepemimpinan;42010472000;41992695041;0;2020
MAHKAMAH AGUNG;JAWA TENGAH;Peningkatan Manajemen Peradilan Umum;5355803000;5205471906;0;2020
MAHKAMAH AGUNG;JAWA TENGAH;Peningkatan Manajemen Peradilan Agama;2150702000;2046863850;0;2020
MAHKAMAH AGUNG;JAWA TENGAH;Peningkatan Manajemen Peradilan Militer;70000000;62378400;0;2020
MAHKAMAH AGUNG;JAWA TENGAH;Peningkatan Manajemen Peradilan Tata Usaha Negara;57600000;45617500;0;2020
MAHKAMAH AGUNG;JAWA TENGAH;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;5,15351E+11;5,03784E+11;0;2020
MAHKAMAH AGUNG;JAWA TENGAH;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;19612572000;19521600549;0;2020
MAHKAMAH AGUNG;DI YOGYAKARTA;Peningkatan Manajemen Peradilan Umum;1122659000;1058703201;0;2020
MAHKAMAH AGUNG;DI YOGYAKARTA;Peningkatan Manajemen Peradilan Agama;522450000;517426300;0;2020
MAHKAMAH AGUNG;DI YOGYAKARTA;Peningkatan Manajemen Peradilan Militer;63850000;39595500;0;2020
MAHKAMAH AGUNG;DI YOGYAKARTA;Peningkatan Manajemen Peradilan Tata Usaha Negara;47100000;26487200;0;2020
MAHKAMAH AGUNG;DI YOGYAKARTA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,39562E+11;1,38718E+11;0;2020
MAHKAMAH AGUNG;DI YOGYAKARTA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;1030441000;1016634360;0;2020
MAHKAMAH AGUNG;JAWA TIMUR;Peningkatan Manajemen Peradilan Umum;7687809000;7327363418;0;2020
MAHKAMAH AGUNG;JAWA TIMUR;Peningkatan Manajemen Peradilan Agama;3475981000;3430296425;0;2020
MAHKAMAH AGUNG;JAWA TIMUR;Peningkatan Manajemen Peradilan Militer;392319000;376508475;0;2020
MAHKAMAH AGUNG;JAWA TIMUR;Peningkatan Manajemen Peradilan Tata Usaha Negara;307591000;249917638;0;2020
MAHKAMAH AGUNG;JAWA TIMUR;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;5,83644E+11;5,71787E+11;0;2020
MAHKAMAH AGUNG;JAWA TIMUR;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;20053967000;19427975428;0;2020
MAHKAMAH AGUNG;ACEH;Peningkatan Manajemen Peradilan Umum;3074720000;2846153772;0;2020
MAHKAMAH AGUNG;ACEH;Peningkatan Manajemen Peradilan Agama;1384577000;1298254700;0;2020
MAHKAMAH AGUNG;ACEH;Peningkatan Manajemen Peradilan Militer;146860000;138931700;0;2020
MAHKAMAH AGUNG;ACEH;Peningkatan Manajemen Peradilan Tata Usaha Negara;38200000;32300000;0;2020
MAHKAMAH AGUNG;ACEH;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;2,33479E+11;2,26523E+11;0;2020
MAHKAMAH AGUNG;ACEH;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;70360692000;69983846911;0;2020
MAHKAMAH AGUNG;SUMATERA UTARA;Peningkatan Manajemen Peradilan Umum;7323273000;6670433456;0;2020
MAHKAMAH AGUNG;SUMATERA UTARA;Peningkatan Manajemen Peradilan Agama;1450891000;1446196923;0;2020
MAHKAMAH AGUNG;SUMATERA UTARA;Peningkatan Manajemen Peradilan Militer;511052000;490922900;0;2020
MAHKAMAH AGUNG;SUMATERA UTARA;Peningkatan Manajemen Peradilan Tata Usaha Negara;417714000;311528311;0;2020
MAHKAMAH AGUNG;SUMATERA UTARA;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;2,95346E+11;2,76222E+11;0;2020
MAHKAMAH AGUNG;SUMATERA UTARA;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;18833840000;18278939789;0;2020
MAHKAMAH AGUNG;SUMATERA BARAT;Peningkatan Manajemen Peradilan Umum;2400897000;2303363770;0;2020
MAHKAMAH AGUNG;SUMATERA BARAT;Peningkatan Manajemen Peradilan Agama;1359606000;1353475560;0;2020
MAHKAMAH AGUNG;SUMATERA BARAT;Peningkatan Manajemen Peradilan Militer;126150000;125360500;0;2020
MAHKAMAH AGUNG;SUMATERA BARAT;Peningkatan Manajemen Peradilan Tata Usaha Negara;37850000;31797200;0;2020
MAHKAMAH AGUNG;SUMATERA BARAT;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,82442E+11;1,78952E+11;0;2020
MAHKAMAH AGUNG;SUMATERA BARAT;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;34136104000;33669816697;0;2020
MAHKAMAH AGUNG;RIAU;Peningkatan Manajemen Peradilan Umum;2935045000;2848913423;0;2020
MAHKAMAH AGUNG;RIAU;Peningkatan Manajemen Peradilan Agama;1254990000;1248570350;0;2020
MAHKAMAH AGUNG;RIAU;Peningkatan Manajemen Peradilan Tata Usaha Negara;41300000;32068000;0;2020
MAHKAMAH AGUNG;RIAU;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,58059E+11;1,55169E+11;0;2020
MAHKAMAH AGUNG;RIAU;Pengadaan Sarana dan Prasarana di Lingkungan Mahkamah Agung;26919771000;26726841775;0;2020
MAHKAMAH AGUNG;JAMBI;Peningkatan Manajemen Peradilan Umum;1763314000;1641206072;0;2020
MAHKAMAH AGUNG;JAMBI;Peningkatan Manajemen Peradilan Agama;879168000;869442000;0;2020
MAHKAMAH AGUNG;JAMBI;Peningkatan Manajemen Peradilan Tata Usaha Negara;40100000;31719000;0;2020
MAHKAMAH AGUNG;JAMBI;Pembinaan Administrasi dan Pengelolaan Keuangan Badan Urusan Administrasi;1,25354E+11;1,21794E+11;0;2020
