NMDEPT;NMLOKASI;NMGIAT;PAGU_DIPA;REALISASI;BLOKIR;TAHUN
KEMENTERIAN AGAMA;DKI JAKARTA;Pelayanan Haji Luar Negeri;7098682000;6924673220;37872000;2024
KEMENTERIAN AGAMA;PAPUA BARAT;Pembinaan Umrah dan Haji Khusus;65192000;63875925;0;2024
KEMENTERIAN AGAMA;MALUKU UTARA;Pembinaan Umrah dan Haji Khusus;58738000;57458000;0;2024
KEMENTERIAN AGAMA;KEPULAUAN BANGKA BELITUNG;Pembinaan Umrah dan Haji Khusus;31347000;31060300;0;2024
KEMENTERIAN AGAMA;ACEH;Pendidikan dan Pelatihan Tenaga Administrasi;2875170000;2761668346;106642000;2024
KEMENTERIAN AGAMA;ACEH;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1278607000;1248134439;26880000;2024
KEMENTERIAN AGAMA;ACEH;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;11631188000;11234261702;0;2024
KEMENTERIAN AGAMA;ACEH;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;29176624000;28560759177;57089000;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Penelitian dan Pengembangan Bimbingan Masyarakat Agama dan Layanan Keagamaan;1640348000;1544508567;94941000;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Penelitian dan Pengembangan Lektur, Khazanah Keagamaan dan Manajemen Organisasi;532830000;532812584;0;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Penelitian dan Pengembangan Pendidikan Agama dan Keagamaan;2012802000;2012678364;0;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;23026889000;22932734332;0;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Penelitian dan Pengembangan Lektur dan Khazanah Pendidikan Keagamaan;607147000;606672575;0;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Penelitian dan Pengembangan Bimbingan Masyarakat Agama dan Layanan Keagamaan;1468542000;1468104487;155000;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Penelitian dan Pengembangan Lektur, Khazanah Keagamaan dan Manajemen Organisasi;1066045000;938214064;127760000;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Penelitian dan Pengembangan Pendidikan Agama dan Keagamaan;1658969000;1654249627;4542000;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;22273133000;21915508671;36033000;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Penelitian dan Pengembangan Lektur dan Khazanah Pendidikan Keagamaan;767566000;767477600;0;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Penelitian dan Pengembangan Pendidikan Agama dan Keagamaan;19912105000;19759258200;136262000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Penelitian dan Pengembangan Bimbingan Masyarakat Agama dan Layanan Keagamaan;14437443000;14283758044;114872000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Penelitian dan Pengembangan Lektur, Khazanah Keagamaan dan Manajemen Organisasi;6317706000;6096927529;185135000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;1,17562E+11;1,15375E+11;281532000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Penelitian dan Pengembangan Lektur dan Khazanah Pendidikan Keagamaan;9097670000;8531241537;446521000;2024
KEMENTERIAN AGAMA;SUMATERA UTARA;Pendidikan dan Pelatihan Tenaga Administrasi;1986001000;1914945010;71053000;2024
KEMENTERIAN AGAMA;SUMATERA UTARA;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;943517000;921216906;10882000;2024
KEMENTERIAN AGAMA;SUMATERA UTARA;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;14430965000;14209928028;45474000;2024
KEMENTERIAN AGAMA;SUMATERA UTARA;Pendidikan dan Pelatihan Administrasi di Lembaga Pendidikan;332800000;260556528;20216000;2024
KEMENTERIAN AGAMA;SUMATERA UTARA;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;6332334000;6254481574;71906000;2024
KEMENTERIAN AGAMA;SUMATERA SELATAN;Pendidikan dan Pelatihan Tenaga Administrasi;2555055000;2506360835;47789000;2024
KEMENTERIAN AGAMA;SUMATERA SELATAN;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1454951000;1440594641;14348000;2024
KEMENTERIAN AGAMA;SUMATERA SELATAN;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;15439796000;15354026457;66350000;2024
KEMENTERIAN AGAMA;SUMATERA SELATAN;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;6977145000;6973654769;0;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Pendidikan dan Pelatihan Tenaga Administrasi;28056430000;27892397933;136327000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;11000226000;10907714180;78070000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;23265475000;22674964641;305401000;2024
KEMENTERIAN AGAMA;JAWA TIMUR;Pendidikan dan Pelatihan Tenaga Administrasi;3842736000;3694759742;69431000;2024
KEMENTERIAN AGAMA;JAWA TIMUR;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1472715000;1420801487;40127000;2024
KEMENTERIAN AGAMA;JAWA TIMUR;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;16960346000;16870722153;0;2024
KEMENTERIAN AGAMA;JAWA TIMUR;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;8002346000;7959549968;0;2024
KEMENTERIAN AGAMA;KALIMANTAN SELATAN;Pendidikan dan Pelatihan Tenaga Administrasi;2687002000;2669613336;0;2024
KEMENTERIAN AGAMA;KALIMANTAN SELATAN;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1197991000;1183867170;0;2024
KEMENTERIAN AGAMA;KALIMANTAN SELATAN;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;10297546000;10194576968;0;2024
KEMENTERIAN AGAMA;KALIMANTAN SELATAN;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;4972917000;4840458959;117605000;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Pendidikan dan Pelatihan Tenaga Administrasi;3027993000;2917773534;84295000;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1633658000;1628764711;0;2024
KEMENTERIAN AGAMA;SULAWESI SELATAN;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;7270246000;7126189867;99000000;2024
KEMENTERIAN AGAMA;JAWA BARAT;Pendidikan dan Pelatihan Tenaga Administrasi;3193231000;3126142028;25712000;2024
KEMENTERIAN AGAMA;JAWA BARAT;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1481506000;1456750707;10766000;2024
KEMENTERIAN AGAMA;JAWA BARAT;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;15083883000;14874771290;53631000;2024
KEMENTERIAN AGAMA;JAWA BARAT;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;5840690000;5677294970;77510000;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Pendidikan dan Pelatihan Tenaga Administrasi;3784255000;3772311113;0;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1958423000;1870583464;0;2024
KEMENTERIAN AGAMA;JAWA TENGAH;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;5833600000;5613485122;217758000;2024
KEMENTERIAN AGAMA;SUMATERA BARAT;Pendidikan dan Pelatihan Tenaga Administrasi;2850571000;2732079805;77920000;2024
KEMENTERIAN AGAMA;SUMATERA BARAT;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1510664000;1498142635;3121000;2024
KEMENTERIAN AGAMA;SUMATERA BARAT;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;14387971000;13656380456;0;2024
KEMENTERIAN AGAMA;SUMATERA BARAT;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;6179336000;6085146794;74899000;2024
KEMENTERIAN AGAMA;PAPUA;Pendidikan dan Pelatihan Tenaga Administrasi;2157770000;2105121896;48700000;2024
KEMENTERIAN AGAMA;PAPUA;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;862080000;804478621;56851000;2024
KEMENTERIAN AGAMA;PAPUA;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;7263194000;7206977010;0;2024
KEMENTERIAN AGAMA;PAPUA;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;7906266000;7841427913;53708000;2024
KEMENTERIAN AGAMA;SULAWESI UTARA;Pendidikan dan Pelatihan Tenaga Administrasi;2565040000;2499276054;58073000;2024
KEMENTERIAN AGAMA;SULAWESI UTARA;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1854285000;1781789549;62699000;2024
KEMENTERIAN AGAMA;SULAWESI UTARA;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;10579831000;10500607630;71033000;2024
KEMENTERIAN AGAMA;SULAWESI UTARA;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;6237217000;6140754961;1853000;2024
KEMENTERIAN AGAMA;BALI;Pendidikan dan Pelatihan Tenaga Administrasi;2214989000;2146194408;66389000;2024
KEMENTERIAN AGAMA;BALI;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1467645000;1438655850;28241000;2024
KEMENTERIAN AGAMA;BALI;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;11758977000;11680876049;0;2024
KEMENTERIAN AGAMA;BALI;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;5994866000;5969461841;5421000;2024
KEMENTERIAN AGAMA;MALUKU;Pendidikan dan Pelatihan Tenaga Administrasi;2375747000;2293010760;53553000;2024
KEMENTERIAN AGAMA;MALUKU;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1677917000;1632572460;38554000;2024
KEMENTERIAN AGAMA;MALUKU;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;9740437000;9570711593;0;2024
KEMENTERIAN AGAMA;MALUKU;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;8190363000;8115441865;39547000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Pendidikan dan Pelatihan Administrasi di Lembaga Pendidikan;249817000;249209388;264000;2024
KEMENTERIAN AGAMA;LAMPUNG;Pendidikan dan Pelatihan Tenaga Administrasi;1623500000;1560681846;62473000;2024
KEMENTERIAN AGAMA;LAMPUNG;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;910430000;900820843;5813000;2024
KEMENTERIAN AGAMA;LAMPUNG;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;3165505000;3093069010;2689000;2024
KEMENTERIAN AGAMA;LAMPUNG;Pendidikan dan Pelatihan Administrasi di Lembaga Pendidikan;176649000;168941496;5980000;2024
KEMENTERIAN AGAMA;LAMPUNG;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;3639992000;3540383253;95692000;2024
KEMENTERIAN AGAMA;RIAU;Pendidikan dan Pelatihan Tenaga Administrasi;1776870000;1739116335;32327000;2024
KEMENTERIAN AGAMA;RIAU;Pendidikan dan Pelatihan Tenaga Teknis Keagamaan;1047940000;1004924037;40510000;2024
KEMENTERIAN AGAMA;RIAU;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya Badan Litbang dan Diklat;3316448000;3240353843;35832000;2024
KEMENTERIAN AGAMA;RIAU;Pendidikan dan Pelatihan Tenaga Teknis Pendidikan;2576129000;2484448402;52303000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Pembinaan Administrasi dan Tugas Teknis Lainnya Lajnah Pentashihan Mushaf Al-Qur'an;10910052000;10643195556;254394000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Pelayanan Registrasi dan Sertifikasi Halal;2,3327E+11;2,31333E+11;546598000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Pembinaan dan Pengawasan Jaminan Produk Halal;20023129000;18989489656;145202000;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Kerja Sama dan Standardisasi Halal;17820906000;17443113395;0;2024
KEMENTERIAN AGAMA;DKI JAKARTA;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya BPJPH;69425706000;67475890423;0;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Pelayanan Politeknik Ketenagakerjaan;20508592000;17371919193;3043794000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Dukungan Manajemen Politeknik Ketenagakerjaan;15886129000;15773475604;0;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Pembentukan, Pembaruan dan Penyelesaian Masalah Hukum;8240213000;7733333650;480159000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Pengelolaan dan Pelaporan Keuangan;1,75976E+11;1,74848E+11;483813000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Pengelolaan Organisasi, Ketatalaksanaan dan Kepegawaian;13187465000;11945008645;1073933000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Perencanaan Program dan Anggaran;10587896000;9418182690;1086322000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Pengelolaan Urusan Tata Usaha dan Pelayanan Umum;74010334000;66445558280;7304855000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Pengelolaan Kerja Sama Dalam dan Luar Negeri;10537252000;8376785237;2132242000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan dan Pengelolaan Hubungan Masyarakat;32274686000;31519754786;749549000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;;0;0;0;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Kualitas Sumber Daya Manusia (SDM) Aparatur;37862205000;36020471461;1485898000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Pelayanan Pasar Kerja;40592496000;38141870367;2443492000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Pelayanan Pasar Kerja;12412620000;12409063662;0;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Pengawasan Inspektorat I;6216706000;5101731200;1100022000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Pengawasan Inspektorat II;6241570000;5021406715;1198103000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Pengawasan Inspektorat III;6356101000;5280793472;1063744000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Pengawasan Inspektorat IV;6403151000;5372229477;1026090000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Dukungan Manajemen dan Dukungan Teknis Lainnya Inspektorat Jenderal;43252846000;39325575552;2254153000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Penempatan Tenaga Kerja Dalam Negeri;30495994000;25401992144;3681903000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Peningkatan Kompetensi Pengantar Kerja;18210171000;15585981122;793513000;2024
KEMENTERIAN KETENAGAKERJAAN;DKI JAKARTA;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;1,22006E+11;1,0809E+11;5820557000;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA BARAT;Penempatan Tenaga Kerja Dalam Negeri;163210000;162957650;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA BARAT;Peningkatan Kompetensi Pengantar Kerja;139952000;138039037;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA BARAT;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;45662833000;36485220263;5351378000;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA TENGAH;Penempatan Tenaga Kerja Dalam Negeri;142064000;141625281;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA TENGAH;Peningkatan Kompetensi Pengantar Kerja;128732000;128228314;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA TENGAH;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;84114000;83300580;0;2024
KEMENTERIAN KETENAGAKERJAAN;DI YOGYAKARTA;Penempatan Tenaga Kerja Dalam Negeri;148336000;146993700;0;2024
KEMENTERIAN KETENAGAKERJAAN;DI YOGYAKARTA;Peningkatan Kompetensi Pengantar Kerja;128303000;123999700;0;2024
KEMENTERIAN KETENAGAKERJAAN;DI YOGYAKARTA;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;82336000;81986300;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA TIMUR;Penempatan Tenaga Kerja Dalam Negeri;162788000;162760920;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA TIMUR;Peningkatan Kompetensi Pengantar Kerja;151127000;148684040;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA TIMUR;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;82277000;81680742;0;2024
KEMENTERIAN KETENAGAKERJAAN;ACEH;Penempatan Tenaga Kerja Dalam Negeri;93525000;93513700;0;2024
KEMENTERIAN KETENAGAKERJAAN;ACEH;Peningkatan Kompetensi Pengantar Kerja;144670000;143672399;0;2024
KEMENTERIAN KETENAGAKERJAAN;ACEH;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;88284000;88141078;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA UTARA;Penempatan Tenaga Kerja Dalam Negeri;167066000;157578100;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA UTARA;Peningkatan Kompetensi Pengantar Kerja;141848000;114771793;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA UTARA;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;85866000;51275400;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA BARAT;Penempatan Tenaga Kerja Dalam Negeri;147714000;146731615;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA BARAT;Peningkatan Kompetensi Pengantar Kerja;120347000;119629610;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA BARAT;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;83504000;81134000;0;2024
KEMENTERIAN KETENAGAKERJAAN;RIAU;Penempatan Tenaga Kerja Dalam Negeri;160532000;160120000;0;2024
KEMENTERIAN KETENAGAKERJAAN;RIAU;Peningkatan Kompetensi Pengantar Kerja;132740000;131640000;0;2024
KEMENTERIAN KETENAGAKERJAAN;RIAU;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;83732000;83732000;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAMBI;Penempatan Tenaga Kerja Dalam Negeri;142245000;140975200;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAMBI;Peningkatan Kompetensi Pengantar Kerja;143896000;138820680;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAMBI;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;82770000;82767200;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA SELATAN;Penempatan Tenaga Kerja Dalam Negeri;167046000;163929441;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA SELATAN;Peningkatan Kompetensi Pengantar Kerja;119075000;110456208;0;2024
KEMENTERIAN KETENAGAKERJAAN;SUMATERA SELATAN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;84336000;78458840;0;2024
KEMENTERIAN KETENAGAKERJAAN;LAMPUNG;Penempatan Tenaga Kerja Dalam Negeri;145051000;140505960;0;2024
KEMENTERIAN KETENAGAKERJAAN;LAMPUNG;Peningkatan Kompetensi Pengantar Kerja;130664000;126943850;0;2024
KEMENTERIAN KETENAGAKERJAAN;LAMPUNG;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;79916000;74363100;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN BARAT;Penempatan Tenaga Kerja Dalam Negeri;151572000;148578456;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN BARAT;Peningkatan Kompetensi Pengantar Kerja;129098000;122372000;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN BARAT;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;84650000;75750000;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN TENGAH;Penempatan Tenaga Kerja Dalam Negeri;150358000;150254280;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN TENGAH;Peningkatan Kompetensi Pengantar Kerja;142496000;141054500;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN TENGAH;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;83577000;83565855;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN SELATAN;Penempatan Tenaga Kerja Dalam Negeri;156500000;155312000;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN SELATAN;Peningkatan Kompetensi Pengantar Kerja;129560000;116745114;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN SELATAN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;85078000;83685548;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN TIMUR;Penempatan Tenaga Kerja Dalam Negeri;78542000;77907955;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN TIMUR;Peningkatan Kompetensi Pengantar Kerja;134933000;129852465;0;2024
KEMENTERIAN KETENAGAKERJAAN;KALIMANTAN TIMUR;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;88492000;80233557;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI UTARA;Penempatan Tenaga Kerja Dalam Negeri;149404000;148174840;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI UTARA;Peningkatan Kompetensi Pengantar Kerja;134552000;133222008;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI UTARA;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;90782000;88879460;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI TENGAH;Penempatan Tenaga Kerja Dalam Negeri;164426000;162240300;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI TENGAH;Peningkatan Kompetensi Pengantar Kerja;140606000;140088300;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI TENGAH;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;88276000;88198400;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI SELATAN;Penempatan Tenaga Kerja Dalam Negeri;163718000;155905120;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI SELATAN;Peningkatan Kompetensi Pengantar Kerja;150347000;127632913;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI SELATAN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;86739000;77280279;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI TENGGARA;Penempatan Tenaga Kerja Dalam Negeri;141999000;141993600;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI TENGGARA;Peningkatan Kompetensi Pengantar Kerja;131879000;131854500;0;2024
KEMENTERIAN KETENAGAKERJAAN;SULAWESI TENGGARA;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;10951537000;10243389393;600000000;2024
KEMENTERIAN KETENAGAKERJAAN;MALUKU;Penempatan Tenaga Kerja Dalam Negeri;82945000;82627000;0;2024
KEMENTERIAN KETENAGAKERJAAN;MALUKU;Peningkatan Kompetensi Pengantar Kerja;133802000;133385880;0;2024
KEMENTERIAN KETENAGAKERJAAN;MALUKU;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;95233000;94163300;0;2024
KEMENTERIAN KETENAGAKERJAAN;BALI;Penempatan Tenaga Kerja Dalam Negeri;180134000;179314400;0;2024
KEMENTERIAN KETENAGAKERJAAN;BALI;Peningkatan Kompetensi Pengantar Kerja;154925000;150530600;0;2024
KEMENTERIAN KETENAGAKERJAAN;BALI;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;80674000;77512600;0;2024
KEMENTERIAN KETENAGAKERJAAN;NUSA TENGGARA BARAT;Penempatan Tenaga Kerja Dalam Negeri;167830000;166208950;0;2024
KEMENTERIAN KETENAGAKERJAAN;NUSA TENGGARA BARAT;Peningkatan Kompetensi Pengantar Kerja;133235000;129885600;0;2024
KEMENTERIAN KETENAGAKERJAAN;NUSA TENGGARA BARAT;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;82050000;77102000;0;2024
KEMENTERIAN KETENAGAKERJAAN;NUSA TENGGARA TIMUR;Penempatan Tenaga Kerja Dalam Negeri;163222000;159442760;0;2024
KEMENTERIAN KETENAGAKERJAAN;NUSA TENGGARA TIMUR;Peningkatan Kompetensi Pengantar Kerja;141170000;138965160;0;2024
KEMENTERIAN KETENAGAKERJAAN;NUSA TENGGARA TIMUR;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;88364000;75942040;0;2024
KEMENTERIAN KETENAGAKERJAAN;PAPUA;Penempatan Tenaga Kerja Dalam Negeri;85663000;85663000;0;2024
KEMENTERIAN KETENAGAKERJAAN;PAPUA;Peningkatan Kompetensi Pengantar Kerja;154790000;152956000;0;2024
KEMENTERIAN KETENAGAKERJAAN;PAPUA;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;101481000;73148000;0;2024
KEMENTERIAN KETENAGAKERJAAN;JAWA BARAT;Pengembangan Model dan Inkubasi Bisnis Perluasan Kesempatan Kerja;81308337000;69890186535;8660215000;2024
KEMENTERIAN KETENAGAKERJAAN;BENGKULU;Penempatan Tenaga Kerja Dalam Negeri;154252000;154252000;0;2024
KEMENTERIAN KETENAGAKERJAAN;BENGKULU;Peningkatan Kompetensi Pengantar Kerja;138815000;138815000;0;2024
